v_mech_tot,sumP_tot,u0_mech_tot,v_eff_tot,u0_eff_tot,eff_ratio_media
14018.37036408024,7622.5160589730285,6395.854305107211,13212.671234031473,5590.155175058445,0.9422794334592273
